resultID,studyName,riskFactorName,fatality,fatalityLowerBound,fatalityUpperBound,fatalitypValue,fatalitySignificance,fatalityAdjusted,fatalityCalculated
92cdc092e50c,"Do Patients with Cancer Have a Poorer Prognosis of COVID-19? An Experience in New York City. Title: Do Patients with Cancer Have a Poorer Prognosis of COVID-19? An Experience in New York",Cancer,"RR 1.15",0.84,1.57,,"Not Significant","Not Adjusted",Extracted
06f2fdf4428c,"Does comorbidity increase the risk of patients with COVID-19: evidence from meta-analysis",COPD,,,,,,,
4fb663ff05fa,"Does comorbidity increase the risk of patients with COVID-19: evidence from meta-analysis","Chronic kidney disease",,,,,,,
5cd1f55d2d3f,"Does comorbidity increase the risk of patients with COVID-19: evidence from meta-analysis",Cancer,,,,,,,
a5f1c8c11e75,"Does comorbidity increase the risk of patients with COVID-19: evidence from meta-analysis","Heart Disease",,,,,,,
a79cbe64fa63,"Does comorbidity increase the risk of patients with COVID-19: evidence from meta-analysis","Chronic liver disease",,,,,,,
ab4477f444a2,"Does comorbidity increase the risk of patients with COVID-19: evidence from meta-analysis","Cerebrovascular disease",,,,,,,
2dc984e99639,"Early estimation of the risk factors for hospitalisation and mortality by COVID-19 in Mexico","Smoking Status","OR .95",1.47,0.14,,"Not Significant","Not Adjusted",Calculated
2f971b654587,"Early estimation of the risk factors for hospitalisation and mortality by COVID-19 in Mexico","Overweight or obese","OR 1.51",2.03,0.0,,Significant,"Not Adjusted",Calculated
7088fe7763c9,"Early estimation of the risk factors for hospitalisation and mortality by COVID-19 in Mexico","Chronic kidney disease","OR 2.93",5.35,0.0,,Significant,"Not Adjusted",Calculated
74cc8e250823,"Early estimation of the risk factors for hospitalisation and mortality by COVID-19 in Mexico",Asthma,"OR 0.61",1.29,0.53,,"Not Significant","Not Adjusted",Calculated
cae909df15e5,"Early estimation of the risk factors for hospitalisation and mortality by COVID-19 in Mexico",Hypertension,"OR 2.61",3.43,0.0,,Significant,"Not Adjusted",Calculated
d1fa00f564c9,"Early estimation of the risk factors for hospitalisation and mortality by COVID-19 in Mexico",Diabetes,"OR 2.70",3.58,0.0,,Significant,"Not Adjusted",Calculated
dd4b0561ae39,"Early estimation of the risk factors for hospitalisation and mortality by COVID-19 in Mexico",COPD,"OR 3.39",5.8,0.0,,Significant,"Not Adjusted",Calculated
ddc360975d4b,"Early estimation of the risk factors for hospitalisation and mortality by COVID-19 in Mexico","Heart Disease","OR 1.90",3.36,0.0,,Significant,"Not Adjusted",Calculated
f3d4efb837a2,"Early estimation of the risk factors for hospitalisation and mortality by COVID-19 in Mexico","Male gender","OR 1.50",1.99,0.0,,Significant,"Not Adjusted",Calculated
6e7363fd1a53,"Early outcomes of tocilizumab in adults hospitalized with severe COVID19. An initial report from the Vall dHebron COVID19 prospective cohort study.","Smoking Status","OR 1.31",0.48,3.62,0.6,"Not Significant","Not Adjusted",Calculated
7d2e1c4b0214,"Early outcomes of tocilizumab in adults hospitalized with severe COVID19. An initial report from the Vall dHebron COVID19 prospective cohort study.","Respiratory system diseases","OR 2.55",0.86,7.55,0.09,"Not Significant","Not Adjusted",Calculated
bcf031c8508f,"Early outcomes of tocilizumab in adults hospitalized with severe COVID19. An initial report from the Vall dHebron COVID19 prospective cohort study.",Hypertension,"OR 5.42",1.88,15.62,<0.05,Significant,"Not Adjusted",Calculated
188953190cec,"Early prediction of mortality risk among severe COVID-19 patients using machine learning","Chronic respiratory diseases","OR 3.76",1.23,11.52,0.02,Significant,"Not Adjusted",Calculated
3bd3d4f6f9f1,"Early prediction of mortality risk among severe COVID-19 patients using machine learning","Male gender","OR 2.83",1.47,5.42,<0.01,Significant,"Not Adjusted",Calculated
3058b9a3be8a,"Effect of underlying comorbidities on the infection and severity of COVID-19 in South Korea",Cancer,,,,,,,
574f7679ab00,"Effect of underlying comorbidities on the infection and severity of COVID-19 in South Korea",Dementia,,,,,,,
67920b64bf32,"Effect of underlying comorbidities on the infection and severity of COVID-19 in South Korea","Male gender",,,,,,,
73a6cfe4196f,"Effect of underlying comorbidities on the infection and severity of COVID-19 in South Korea",Hypertension,,,,,,,
8e760e82bbd3,"Effect of underlying comorbidities on the infection and severity of COVID-19 in South Korea",Diabetes,,,,,,,
a44123f0f029,"Effect of underlying comorbidities on the infection and severity of COVID-19 in South Korea","Cerebrovascular disease",,,,,,,
04272f08b0c4,"Effects of pre-existing morbidities on occurrence of death among COVID-19 disease patients: A systematic review and meta-analysis","Chronic liver disease",OR=1.44,1.21,1.71,,Significant,"Not Adjusted",Extracted
5da00225b46a,"Effects of pre-existing morbidities on occurrence of death among COVID-19 disease patients: A systematic review and meta-analysis","Chronic respiratory diseases",OR=2.02,1.8,2.26,,Significant,"Not Adjusted",Extracted
8d1bec38a9a4,"Effects of pre-existing morbidities on occurrence of death among COVID-19 disease patients: A systematic review and meta-analysis",Hypertension,OR=3.35,2.53,4.42,,Significant,"Not Adjusted",Extracted
9b850b1f26ee,"Effects of pre-existing morbidities on occurrence of death among COVID-19 disease patients: A systematic review and meta-analysis","Heart Disease",OR=3.32,2.79,3.95,,Significant,"Not Adjusted",Extracted
b11cb926a4b6,"Effects of pre-existing morbidities on occurrence of death among COVID-19 disease patients: A systematic review and meta-analysis","Cerebrovascular disease",OR=4.12,3.04,5.58,,Significant,"Not Adjusted",Extracted
b5ca3d6e977e,"Effects of pre-existing morbidities on occurrence of death among COVID-19 disease patients: A systematic review and meta-analysis","Chronic digestive disorders",OR=1.33,0.56,3.19,,"Not Significant","Not Adjusted",Extracted
c63db5355758,"Effects of pre-existing morbidities on occurrence of death among COVID-19 disease patients: A systematic review and meta-analysis",Cancer,OR=2.22,1.63,3.03,,Significant,"Not Adjusted",Extracted
f2457aa73a90,"Effects of pre-existing morbidities on occurrence of death among COVID-19 disease patients: A systematic review and meta-analysis","Respiratory system diseases",OR=2.02,1.8,2.26,,Significant,"Not Adjusted",Extracted
1db3f40d7120,"Epidemiological and clinical characteristics of 333 confirmed cases with coronavirus disease 2019 in Shanghai, China","Heart Disease",,,,,,,
347e7b925fa3,"Epidemiological and clinical characteristics of 333 confirmed cases with coronavirus disease 2019 in Shanghai, China","Overweight or obese",,,,,,,
65da68e13318,"Epidemiological and clinical characteristics of 333 confirmed cases with coronavirus disease 2019 in Shanghai, China",Hypertension,,,,,,,
b62420d35d47,"Epidemiological and clinical characteristics of 333 confirmed cases with coronavirus disease 2019 in Shanghai, China","Male gender",,,,,,,
cd5fdef8e333,"Epidemiological and clinical characteristics of 333 confirmed cases with coronavirus disease 2019 in Shanghai, China",Diabetes,,,,,,,
dc4b89d94b04,"Epidemiological and clinical characteristics of 333 confirmed cases with coronavirus disease 2019 in Shanghai, China",Drinking,,,,,,,
537bd6f613e6,"Epidemiological and clinical features of 125 Hospitalized Patients with COVID-19 in Fuyang, Anhui, China Epidemiological and clinical features of 125 Hospitalized Patients with COVID-19 in Fuyang, Anhui, China","Smoking Status",,,,,,,
020bae775efe,"Epidemiological and clinical features of 2019-nCoV acute respiratory disease cases in Chongqing municipality China: a retrospective descriptive multiple-center study","Smoking Status",,,,,,,
15b6c2550456,"Epidemiological and clinical features of 2019-nCoV acute respiratory disease cases in Chongqing municipality China: a retrospective descriptive multiple-center study","Overweight or obese",,,,,,,
1ec8ffa08743,"Epidemiological and clinical features of 2019-nCoV acute respiratory disease cases in Chongqing municipality China: a retrospective descriptive multiple-center study","Respiratory system diseases",,,,,,,
6227f386bbeb,"Epidemiological and clinical features of 2019-nCoV acute respiratory disease cases in Chongqing municipality China: a retrospective descriptive multiple-center study",Age,,,,,,,
7b1333f28ca6,"Epidemiological and clinical features of 291 cases with coronavirus disease 2019 in areas adjacent to Hubei, China: a double-center observational study","Chronic respiratory diseases",,,,,,,
20d59dfdc85b,"Epidemiological and clinical features of 291 cases with coronavirus disease 2019 in areas adjacent to Hubei, China: a double-center observational study [medrxiv]","Chronic respiratory diseases",,,,,,,
beb823337c4f,"Epidemiological and clinical features of COVID-19 patients with and without pneumonia in Beijing, China",Age,,,,,,,
e0c2cae5ada2,"Epidemiological characteristics of confirmed COVID-19 cases in Tianjin",Age,,,,,,,
f2ebeb100805,"Epidemiological characteristics of confirmed COVID-19 cases in Tianjin","Cerebrovascular disease",,,,,,,
144aaa7ba116,"Epidemiological characteristics of coronavirus disease 2019 (COVID-19) patients in IRAN: A single center study","Chronic respiratory diseases","OR 2.24",1.09,4.6,0.03,Significant,"Not Adjusted",Calculated
9a1aa3b13c18,"Epidemiological characteristics of coronavirus disease 2019 (COVID-19) patients in IRAN: A single center study",Hypertension,"OR 1.98",0.93,4.22,0.08,"Not Significant","Not Adjusted",Calculated
f039a2ce8915,"Epidemiological characteristics of coronavirus disease 2019 (COVID-19) patients in IRAN: A single center study","Male gender",OR=1.05,1.04,1.06,<0.05,Significant,"Not Adjusted",Extracted
132fa16a0568,"Epidemiological Characteristics of Coronavirus Disease 2019 (COVID-19) Patients in IRAN: A single Center Study [Journal of Clinical Virology]",Age,"OR 1.05",1.04,1.06,<0.01,Significant,"Not Adjusted",Extracted
189609e54df5,"Epidemiological Characteristics of Coronavirus Disease 2019 (COVID-19) Patients in IRAN: A single Center Study [Journal of Clinical Virology]","Male gender","OR 1.45",1.08,1.96,0.01,Significant,"Not Adjusted",Extracted
4b6fb636917e,"Epidemiological Characteristics of Coronavirus Disease 2019 (COVID-19) Patients in IRAN: A single Center Study [Journal of Clinical Virology]",Diabetes,"OR 1.24",0.66,2.34,0.51,"Not Significant","Not Adjusted",Calculated
927ef093cf3e,"Epidemiological Characteristics of Coronavirus Disease 2019 (COVID-19) Patients in IRAN: A single Center Study [Journal of Clinical Virology]","Chronic respiratory diseases","OR 2.05",1.0,4.22,0.05,"Not Significant","Not Adjusted",Calculated
8670cba4dde1,"Epidemiological, clinical characteristics of cases of SARS-CoV-2 infection with abnormal imaging findings",Cancer,,,,,,,
00db7337bf8c,"Epidemiology, clinical course, and outcomes of critically ill adults with COVID-19 in New York City: a prospective cohort study","Race_ Black vs","OR 0.32",1.92,0.59,,"Not Significant","Not Adjusted",Calculated
10b2d7b6ed94,"Epidemiology, clinical course, and outcomes of critically ill adults with COVID-19 in New York City: a prospective cohort study",Diabetes,HR=1.65,1.11,2.44,,Significant,"Not Adjusted",Extracted
19b2f248c763,"Epidemiology, clinical course, and outcomes of critically ill adults with COVID-19 in New York City: a prospective cohort study",Hypertension,AHR=1.58,0.89,2.81,,"Not Significant",Adjusted,Extracted
25dddc822ebe,"Epidemiology, clinical course, and outcomes of critically ill adults with COVID-19 in New York City: a prospective cohort study","Chronic respiratory diseases",HR=3.15,1.84,5.39,,Significant,"Not Adjusted",Extracted
28ad00cf9b5d,"Epidemiology, clinical course, and outcomes of critically ill adults with COVID-19 in New York City: a prospective cohort study",Age,"HR 1.05",1.03,1.07,,Significant,"Not Adjusted",Extracted
2ec83cacbf52,"Epidemiology, clinical course, and outcomes of critically ill adults with COVID-19 in New York City: a prospective cohort study","Overweight or obese",HR=0.76,0.4,1.47,,"Not Significant","Not Adjusted",Extracted
398772d3b8fa,"Epidemiology, clinical course, and outcomes of critically ill adults with COVID-19 in New York City: a prospective cohort study","Male gender","HR 0.96",0.61,1.5,,"Not Significant","Not Adjusted",Extracted
4023adc0b848,"Epidemiology, clinical course, and outcomes of critically ill adults with COVID-19 in New York City: a prospective cohort study",Age,"AHR 1.04",1.02,1.06,,Significant,Adjusted,Extracted
4bf3fa4fc97b,"Epidemiology, clinical course, and outcomes of critically ill adults with COVID-19 in New York City: a prospective cohort study","Ethnicity_ Hispanic vs","OR 0.33",1.52,0.37,,"Not Significant","Not Adjusted",Calculated
52ee42dd2f25,"Epidemiology, clinical course, and outcomes of critically ill adults with COVID-19 in New York City: a prospective cohort study","Overweight or obese","HR 0.74",0.43,1.27,,"Not Significant","Not Adjusted",Extracted
5f45c1a8c6aa,"Epidemiology, clinical course, and outcomes of critically ill adults with COVID-19 in New York City: a prospective cohort study","Heart Disease","HR 0.62",0.33,1.17,,Significant,"Not Adjusted",Extracted
605ce3965fc0,"Epidemiology, clinical course, and outcomes of critically ill adults with COVID-19 in New York City: a prospective cohort study",Diabetes,"AHR 1.28",0.77,2.13,,"Not Significant",Adjusted,Extracted
62279c94fdd3,"Epidemiology, clinical course, and outcomes of critically ill adults with COVID-19 in New York City: a prospective cohort study","Heart Disease",AHR=1.76,1.08,2.86,,Significant,Adjusted,Extracted
748f6d79a49b,"Epidemiology, clinical course, and outcomes of critically ill adults with COVID-19 in New York City: a prospective cohort study",Diabetes,AHR=1.31,0.81,2.1,,"Not Significant",Adjusted,Extracted
764296daa2c4,"Epidemiology, clinical course, and outcomes of critically ill adults with COVID-19 in New York City: a prospective cohort study",Hypertension,HR=2.24,1.4,3.59,,Significant,"Not Adjusted",Extracted
8cbcbf7a7501,"Epidemiology, clinical course, and outcomes of critically ill adults with COVID-19 in New York City: a prospective cohort study","Chronic respiratory diseases","AHR 4.22",2.02,8.84,,Significant,Adjusted,Extracted
8f8570a962f9,"Epidemiology, clinical course, and outcomes of critically ill adults with COVID-19 in New York City: a prospective cohort study","Chronic respiratory diseases","HR 3.45",2.0,5.97,,Significant,"Not Adjusted",Extracted
b1c9fa123c10,"Epidemiology, clinical course, and outcomes of critically ill adults with COVID-19 in New York City: a prospective cohort study","Chronic respiratory diseases",AHR=2.94,1.48,5.84,,Significant,Adjusted,Extracted
be6ed791daf0,"Epidemiology, clinical course, and outcomes of critically ill adults with COVID-19 in New York City: a prospective cohort study","Chronic kidney disease",HR=1.50,0.92,2.45,,"Not Significant","Not Adjusted",Extracted
c587ec2aecb0,"Epidemiology, clinical course, and outcomes of critically ill adults with COVID-19 in New York City: a prospective cohort study","Male gender","AHR 1.35",0.8,2.25,,"Not Significant",Adjusted,Extracted
cc403c53eae4,"Epidemiology, clinical course, and outcomes of critically ill adults with COVID-19 in New York City: a prospective cohort study","Chronic kidney disease","HR 1.58",0.94,2.66,,"Not Significant","Not Adjusted",Extracted
cdab407dbc43,"Epidemiology, clinical course, and outcomes of critically ill adults with COVID-19 in New York City: a prospective cohort study","Heart Disease","AHR 0.69",0.34,1.42,,"Not Significant",Adjusted,Extracted
