resultID,studyName,riskFactorName,severity,severityLowerBound,severityUpperBound,severitypValue,severitySignificance,severityAdjusted,severityCalculated
4fb663ff05fa,"Does comorbidity increase the risk of patients with COVID-19: evidence from meta-analysis","Chronic kidney disease","OR 2.51",0.93,6.78,,"Not Significant","Not Adjusted",Extracted
5cd1f55d2d3f,"Does comorbidity increase the risk of patients with COVID-19: evidence from meta-analysis",Cancer,"OR 2.29",1.0,5.23,,"Not Significant","Not Adjusted",Extracted
a5f1c8c11e75,"Does comorbidity increase the risk of patients with COVID-19: evidence from meta-analysis","Heart Disease","OR 2.93",1.73,4.96,,Significant,"Not Adjusted",Extracted
a79cbe64fa63,"Does comorbidity increase the risk of patients with COVID-19: evidence from meta-analysis","Chronic liver disease","OR 0.67",0.3,1.49,,"Not Significant","Not Adjusted",Extracted
ab4477f444a2,"Does comorbidity increase the risk of patients with COVID-19: evidence from meta-analysis","Cerebrovascular disease","OR 3.89",1.64,9.22,,Significant,"Not Adjusted",Extracted
2dc984e99639,"Early estimation of the risk factors for hospitalisation and mortality by COVID-19 in Mexico","Smoking Status",,,,,,,
2f971b654587,"Early estimation of the risk factors for hospitalisation and mortality by COVID-19 in Mexico","Overweight or obese",,,,,,,
7088fe7763c9,"Early estimation of the risk factors for hospitalisation and mortality by COVID-19 in Mexico","Chronic kidney disease",,,,,,,
74cc8e250823,"Early estimation of the risk factors for hospitalisation and mortality by COVID-19 in Mexico",Asthma,,,,,,,
cae909df15e5,"Early estimation of the risk factors for hospitalisation and mortality by COVID-19 in Mexico",Hypertension,,,,,,,
d1fa00f564c9,"Early estimation of the risk factors for hospitalisation and mortality by COVID-19 in Mexico",Diabetes,,,,,,,
dd4b0561ae39,"Early estimation of the risk factors for hospitalisation and mortality by COVID-19 in Mexico",COPD,,,,,,,
ddc360975d4b,"Early estimation of the risk factors for hospitalisation and mortality by COVID-19 in Mexico","Heart Disease",,,,,,,
f3d4efb837a2,"Early estimation of the risk factors for hospitalisation and mortality by COVID-19 in Mexico","Male gender",,,,,,,
6e7363fd1a53,"Early outcomes of tocilizumab in adults hospitalized with severe COVID19. An initial report from the Vall dHebron COVID19 prospective cohort study.","Smoking Status",,,,,,,
7d2e1c4b0214,"Early outcomes of tocilizumab in adults hospitalized with severe COVID19. An initial report from the Vall dHebron COVID19 prospective cohort study.","Respiratory system diseases",,,,,,,
bcf031c8508f,"Early outcomes of tocilizumab in adults hospitalized with severe COVID19. An initial report from the Vall dHebron COVID19 prospective cohort study.",Hypertension,,,,,,,
188953190cec,"Early prediction of mortality risk among severe COVID-19 patients using machine learning","Chronic respiratory diseases",,,,,,,
3bd3d4f6f9f1,"Early prediction of mortality risk among severe COVID-19 patients using machine learning","Male gender",,,,,,,
3058b9a3be8a,"Effect of underlying comorbidities on the infection and severity of COVID-19 in South Korea",Cancer,"OR 1.94",1.35,2.8,0,Significant,"Not Adjusted",Calculated
574f7679ab00,"Effect of underlying comorbidities on the infection and severity of COVID-19 in South Korea",Dementia,"OR 7.03",4.9,10.08,0.0,Significant,"Not Adjusted",Calculated
67920b64bf32,"Effect of underlying comorbidities on the infection and severity of COVID-19 in South Korea","Male gender","OR 1.40",1.11,1.78,0,Significant,"Not Adjusted",Calculated
73a6cfe4196f,"Effect of underlying comorbidities on the infection and severity of COVID-19 in South Korea",Hypertension,"OR 4.59",3.61,5.83,0,Significant,"Not Adjusted",Calculated
8e760e82bbd3,"Effect of underlying comorbidities on the infection and severity of COVID-19 in South Korea",Diabetes,"OR 3.92",3.04,5.06,0,Significant,"Not Adjusted",Calculated
a44123f0f029,"Effect of underlying comorbidities on the infection and severity of COVID-19 in South Korea","Cerebrovascular disease","OR 3.89",2.85,5.31,0.0,Significant,"Not Adjusted",Calculated
04272f08b0c4,"Effects of pre-existing morbidities on occurrence of death among COVID-19 disease patients: A systematic review and meta-analysis","Chronic liver disease",,,,,,,
5da00225b46a,"Effects of pre-existing morbidities on occurrence of death among COVID-19 disease patients: A systematic review and meta-analysis","Chronic respiratory diseases",,,,,,,
8d1bec38a9a4,"Effects of pre-existing morbidities on occurrence of death among COVID-19 disease patients: A systematic review and meta-analysis",Hypertension,,,,,,,
9b850b1f26ee,"Effects of pre-existing morbidities on occurrence of death among COVID-19 disease patients: A systematic review and meta-analysis","Heart Disease",,,,,,,
b11cb926a4b6,"Effects of pre-existing morbidities on occurrence of death among COVID-19 disease patients: A systematic review and meta-analysis","Cerebrovascular disease",,,,,,,
b5ca3d6e977e,"Effects of pre-existing morbidities on occurrence of death among COVID-19 disease patients: A systematic review and meta-analysis","Chronic digestive disorders",,,,,,,
c63db5355758,"Effects of pre-existing morbidities on occurrence of death among COVID-19 disease patients: A systematic review and meta-analysis",Cancer,,,,,,,
f2457aa73a90,"Effects of pre-existing morbidities on occurrence of death among COVID-19 disease patients: A systematic review and meta-analysis","Respiratory system diseases",,,,,,,
1db3f40d7120,"Epidemiological and clinical characteristics of 333 confirmed cases with coronavirus disease 2019 in Shanghai, China","Heart Disease",OR=4.2,1.2,14.2,<0.05,Significant,"Not Adjusted",Extracted
347e7b925fa3,"Epidemiological and clinical characteristics of 333 confirmed cases with coronavirus disease 2019 in Shanghai, China","Overweight or obese","OR 1.83",0.81,4.12,0.14,"Not Significant","Not Adjusted",Calculated
65da68e13318,"Epidemiological and clinical characteristics of 333 confirmed cases with coronavirus disease 2019 in Shanghai, China",Hypertension,OR=0.7,0.2,2.0,0.5,"Not Significant","Not Adjusted",Extracted
b62420d35d47,"Epidemiological and clinical characteristics of 333 confirmed cases with coronavirus disease 2019 in Shanghai, China","Male gender","OR 3.40",1.33,8.7,0.01,Significant,"Not Adjusted",Calculated
cd5fdef8e333,"Epidemiological and clinical characteristics of 333 confirmed cases with coronavirus disease 2019 in Shanghai, China",Diabetes,OR=1.1,0.3,3.6,0.88,"Not Significant","Not Adjusted",Extracted
dc4b89d94b04,"Epidemiological and clinical characteristics of 333 confirmed cases with coronavirus disease 2019 in Shanghai, China",Drinking,"OR 0.72",0.26,1.99,0.53,"Not Significant","Not Adjusted",Calculated
537bd6f613e6,"Epidemiological and clinical features of 125 Hospitalized Patients with COVID-19 in Fuyang, Anhui, China Epidemiological and clinical features of 125 Hospitalized Patients with COVID-19 in Fuyang, Anhui, China","Smoking Status","OR 3.93",1.3,11.9,0.02,Significant,"Not Adjusted",Calculated
020bae775efe,"Epidemiological and clinical features of 2019-nCoV acute respiratory disease cases in Chongqing municipality China: a retrospective descriptive multiple-center study","Smoking Status","OR 14.46",7.03,29.75,<.01,Significant,"Not Adjusted",Calculated
15b6c2550456,"Epidemiological and clinical features of 2019-nCoV acute respiratory disease cases in Chongqing municipality China: a retrospective descriptive multiple-center study","Overweight or obese","OR 4.89",2.19,10.87,<.01,Significant,"Not Adjusted",Calculated
1ec8ffa08743,"Epidemiological and clinical features of 2019-nCoV acute respiratory disease cases in Chongqing municipality China: a retrospective descriptive multiple-center study","Respiratory system diseases","OR 3.37",1.41,8.03,<.01,Significant,"Not Adjusted",Calculated
6227f386bbeb,"Epidemiological and clinical features of 2019-nCoV acute respiratory disease cases in Chongqing municipality China: a retrospective descriptive multiple-center study",Age,,,,,,,
7b1333f28ca6,"Epidemiological and clinical features of 291 cases with coronavirus disease 2019 in areas adjacent to Hubei, China: a double-center observational study","Chronic respiratory diseases","OR 5.24",1.46,18.86,0.01,Significant,"Not Adjusted",Calculated
20d59dfdc85b,"Epidemiological and clinical features of 291 cases with coronavirus disease 2019 in areas adjacent to Hubei, China: a double-center observational study [medrxiv]","Chronic respiratory diseases","OR 5.24",1.46,18.9,0.01,Significant,"Not Adjusted",Calculated
beb823337c4f,"Epidemiological and clinical features of COVID-19 patients with and without pneumonia in Beijing, China",Age,,,,,,,
e0c2cae5ada2,"Epidemiological characteristics of confirmed COVID-19 cases in Tianjin",Age,"AOR 1.04",1.01,1.17,,Significant,Adjusted,Extracted
f2ebeb100805,"Epidemiological characteristics of confirmed COVID-19 cases in Tianjin","Cerebrovascular disease","OR 2.48",1.14,5.4,,Significant,"Not Adjusted",Extracted
144aaa7ba116,"Epidemiological characteristics of coronavirus disease 2019 (COVID-19) patients in IRAN: A single center study","Chronic respiratory diseases",,,,,,,
9a1aa3b13c18,"Epidemiological characteristics of coronavirus disease 2019 (COVID-19) patients in IRAN: A single center study",Hypertension,,,,,,,
f039a2ce8915,"Epidemiological characteristics of coronavirus disease 2019 (COVID-19) patients in IRAN: A single center study","Male gender",,,,,,,
132fa16a0568,"Epidemiological Characteristics of Coronavirus Disease 2019 (COVID-19) Patients in IRAN: A single Center Study [Journal of Clinical Virology]",Age,,,,,,,
189609e54df5,"Epidemiological Characteristics of Coronavirus Disease 2019 (COVID-19) Patients in IRAN: A single Center Study [Journal of Clinical Virology]","Male gender",,,,,,,
4b6fb636917e,"Epidemiological Characteristics of Coronavirus Disease 2019 (COVID-19) Patients in IRAN: A single Center Study [Journal of Clinical Virology]",Diabetes,,,,,,,
927ef093cf3e,"Epidemiological Characteristics of Coronavirus Disease 2019 (COVID-19) Patients in IRAN: A single Center Study [Journal of Clinical Virology]","Chronic respiratory diseases",,,,,,,
8670cba4dde1,"Epidemiological, clinical characteristics of cases of SARS-CoV-2 infection with abnormal imaging findings",Cancer,"OR 8.30",1.64,42.01,0.01,Significant,"Not Adjusted",Extracted
00db7337bf8c,"Epidemiology, clinical course, and outcomes of critically ill adults with COVID-19 in New York City: a prospective cohort study","Race_ Black vs",,,,,,,
10b2d7b6ed94,"Epidemiology, clinical course, and outcomes of critically ill adults with COVID-19 in New York City: a prospective cohort study",Diabetes,,,,,,,
19b2f248c763,"Epidemiology, clinical course, and outcomes of critically ill adults with COVID-19 in New York City: a prospective cohort study",Hypertension,,,,,,,
25dddc822ebe,"Epidemiology, clinical course, and outcomes of critically ill adults with COVID-19 in New York City: a prospective cohort study","Chronic respiratory diseases",,,,,,,
28ad00cf9b5d,"Epidemiology, clinical course, and outcomes of critically ill adults with COVID-19 in New York City: a prospective cohort study",Age,,,,,,,
2ec83cacbf52,"Epidemiology, clinical course, and outcomes of critically ill adults with COVID-19 in New York City: a prospective cohort study","Overweight or obese",,,,,,,
398772d3b8fa,"Epidemiology, clinical course, and outcomes of critically ill adults with COVID-19 in New York City: a prospective cohort study","Male gender",,,,,,,
4023adc0b848,"Epidemiology, clinical course, and outcomes of critically ill adults with COVID-19 in New York City: a prospective cohort study",Age,,,,,,,
4bf3fa4fc97b,"Epidemiology, clinical course, and outcomes of critically ill adults with COVID-19 in New York City: a prospective cohort study","Ethnicity_ Hispanic vs",,,,,,,
52ee42dd2f25,"Epidemiology, clinical course, and outcomes of critically ill adults with COVID-19 in New York City: a prospective cohort study","Overweight or obese",,,,,,,
5f45c1a8c6aa,"Epidemiology, clinical course, and outcomes of critically ill adults with COVID-19 in New York City: a prospective cohort study","Heart Disease",,,,,,,
605ce3965fc0,"Epidemiology, clinical course, and outcomes of critically ill adults with COVID-19 in New York City: a prospective cohort study",Diabetes,,,,,,,
62279c94fdd3,"Epidemiology, clinical course, and outcomes of critically ill adults with COVID-19 in New York City: a prospective cohort study","Heart Disease",,,,,,,
748f6d79a49b,"Epidemiology, clinical course, and outcomes of critically ill adults with COVID-19 in New York City: a prospective cohort study",Diabetes,,,,,,,
764296daa2c4,"Epidemiology, clinical course, and outcomes of critically ill adults with COVID-19 in New York City: a prospective cohort study",Hypertension,,,,,,,
8cbcbf7a7501,"Epidemiology, clinical course, and outcomes of critically ill adults with COVID-19 in New York City: a prospective cohort study","Chronic respiratory diseases",,,,,,,
8f8570a962f9,"Epidemiology, clinical course, and outcomes of critically ill adults with COVID-19 in New York City: a prospective cohort study","Chronic respiratory diseases",,,,,,,
b1c9fa123c10,"Epidemiology, clinical course, and outcomes of critically ill adults with COVID-19 in New York City: a prospective cohort study","Chronic respiratory diseases",,,,,,,
be6ed791daf0,"Epidemiology, clinical course, and outcomes of critically ill adults with COVID-19 in New York City: a prospective cohort study","Chronic kidney disease",,,,,,,
c587ec2aecb0,"Epidemiology, clinical course, and outcomes of critically ill adults with COVID-19 in New York City: a prospective cohort study","Male gender",,,,,,,
cc403c53eae4,"Epidemiology, clinical course, and outcomes of critically ill adults with COVID-19 in New York City: a prospective cohort study","Chronic kidney disease",,,,,,,
cdab407dbc43,"Epidemiology, clinical course, and outcomes of critically ill adults with COVID-19 in New York City: a prospective cohort study","Heart Disease",,,,,,,
ddc474721502,"Epidemiology, clinical course, and outcomes of critically ill adults with COVID-19 in New York City: a prospective cohort study","Overweight or obese",,,,,,,
e665129c645e,"Epidemiology, clinical course, and outcomes of critically ill adults with COVID-19 in New York City: a prospective cohort study","Heart Disease",,,,,,,
f85638e66f51,"Epidemiology, clinical course, and outcomes of critically ill adults with COVID-19 in New York City: a prospective cohort study","Chronic kidney disease",,,,,,,
fc09cd799086,"Epidemiology, clinical course, and outcomes of critically ill adults with COVID-19 in New York City: a prospective cohort study",Diabetes,,,,,,,
281aafc3a8dc,"Estimating Survival of Hospitalized COVID-19 Patients from Admission Information",Diabetes,,,,,,,
36f38882e818,"Estimating Survival of Hospitalized COVID-19 Patients from Admission Information","Male gender",,,,,,,
7bca14f72027,"Estimating Survival of Hospitalized COVID-19 Patients from Admission Information","Chronic kidney disease",,,,,,,
814f4f782564,"Estimating Survival of Hospitalized COVID-19 Patients from Admission Information","Heart Failure",,,,,,,
8c250b25f233,"Estimating Survival of Hospitalized COVID-19 Patients from Admission Information","Race_ Black vs",,,,,,,
b102d64ccecd,"Estimating Survival of Hospitalized COVID-19 Patients from Admission Information",Hypertension,,,,,,,
ca90197cf139,"Estimating Survival of Hospitalized COVID-19 Patients from Admission Information","Heart Disease",,,,,,,
e0e8eea94b8c,"Estimating Survival of Hospitalized COVID-19 Patients from Admission Information","Chronic respiratory diseases",,,,,,,
e24071a0c26a,"Estimating Survival of Hospitalized COVID-19 Patients from Admission Information","Ethnicity_ Hispanic vs",,,,,,,
